projectID,type,title,organisationID,applicantName,applicationDate,applicationPrefix,applicationIdentifier,applicationKind,epoAppUrl,priorityDate,patentType,awardDate,awardPrefix,awardIdentifier,awardKind,epoPubUrl,patentFamilyIdentifier
641585,PATENT,HIGH- PRECISION GNSS RECEIVER MODULE FOR MODULAR MOBILE DEVICE,999619824.0,DEIMOS SPACE SOCIEDAD LIMITADA UNIPERSONAL,2015-10-22,IB,2015058146,W,https://worldwide.espacenet.com/patent/search?q=IB2015058146W,,BACKGROUND,2016-04-28,WO,2016063239,A1,https://worldwide.espacenet.com/patent/search?q=WO2016063239A1,55168314.0
641585,PATENT,HIGH- PRECISION GNSS RECEIVER MODULE FOR MODULAR MOBILE DEVICE,999623219.0,DEIMOS ENGENHARIA S.A.,2015-10-22,IB,2015058146,W,https://worldwide.espacenet.com/patent/search?q=IB2015058146W,,BACKGROUND,2016-04-28,WO,2016063239,A1,https://worldwide.espacenet.com/patent/search?q=WO2016063239A1,55168314.0
637108,PATENT,"Gebäudehüllenflächenelement, Verbundfenster und Gebäudefassadensystem",946583813.0,EURA INNOVATION GMBH,2014-04-02,DE,102014002218,A,https://worldwide.espacenet.com/patent/search?q=DE102014002218A,,BACKGROUND,2015-08-20,DE,102014002218,A1,https://worldwide.espacenet.com/patent/search?q=DE102014002218A1,53758654.0
654124,PATENT,SCINTILLATION DETECTOR WITH A HIGH COUNT RATE,999980470.0,FORSCHUNGSZENTRUM JULICH GMBH,2015-10-20,EP,15785083,A,https://worldwide.espacenet.com/patent/search?q=EP15785083A,2014-11-28,BACKGROUND,2017-10-04,EP,3224652,A1,https://worldwide.espacenet.com/patent/search?q=EP3224652A1,54356323.0
654124,PATENT,SCINTILLATION DETECTOR WITH A HIGH COUNT RATE,999992401.0,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,2015-10-20,EP,15785083,A,https://worldwide.espacenet.com/patent/search?q=EP15785083A,2014-11-28,BACKGROUND,2017-10-04,EP,3224652,A1,https://worldwide.espacenet.com/patent/search?q=EP3224652A1,54356323.0
654124,PATENT,"DEVICE FOR THREE-DIMENSIONAL DETECTION, IN PARTICULAR LIDAR DEVICE",999980470.0,FORSCHUNGSZENTRUM JULICH GMBH,2018-07-03,EP,2018067931,W,https://worldwide.espacenet.com/patent/search?q=EP2018067931W,2017-07-06,FOREGROUND,2019-01-10,WO,2019007947,A1,https://worldwide.espacenet.com/patent/search?q=WO2019007947A1,62842099.0
654124,PATENT,SCINTILLATION DETECTOR WITH A HIGH COUNT RATE,919998053.0,EUROPEAN SPALLATION SOURCE ERIC,2015-10-20,EP,15785083,A,https://worldwide.espacenet.com/patent/search?q=EP15785083A,2014-11-28,BACKGROUND,2017-10-04,EP,3224652,A1,https://worldwide.espacenet.com/patent/search?q=EP3224652A1,54356323.0
654124,PATENT,SCINTILLATION DETECTOR WITH A HIGH COUNT RATE,938053730.0,INTEGRATED DETECTOR ELECTRONICS AS,2015-10-20,EP,15785083,A,https://worldwide.espacenet.com/patent/search?q=EP15785083A,2014-11-28,BACKGROUND,2017-10-04,EP,3224652,A1,https://worldwide.espacenet.com/patent/search?q=EP3224652A1,54356323.0
634200,PATENT,METHOD FOR ONE-POT PRODUCTION OF A PRIMARY AMINE FROM AN ALCOHOL,986359924.0,ENTRECHEM SL,2017-06-14,EP,17382366,A,https://worldwide.espacenet.com/patent/search?q=EP17382366A,2006-08-09,BACKGROUND,2018-12-19,EP,3415630,A1,https://worldwide.espacenet.com/patent/search?q=EP3415630A1,59078011.0
640597,PATENT,Formulation of the Geopolymer Foam,999497992.0,VYZKUMNY A ZKUSEBNI LETECKY USTAV AS,2019-04-19,CZ,2019246,A,https://worldwide.espacenet.com/patent/search?q=CZ2019246A,2019-04-19,FOREGROUND,2020-10-29,CZ,2019246,A3,https://worldwide.espacenet.com/patent/search?q=CZ2019246A3,73015423.0
636164,PATENT,An apparatus for forming a friction weld,983486105.0,Jackweld Limited,2016-06-30,GB,2016053759,W,https://worldwide.espacenet.com/patent/search?q=GB2016053759W,,BACKGROUND,2017-06-08,WO,2017093726,A1,https://worldwide.espacenet.com/patent/search?q=WO2017093726A1,55177437.0
643072,PATENT,Luminance comfort prediction and adjustment,992654060.0,THE WALT DISNEY COMPANY (SWITZERLAND) GMBH,2017-02-01,US,201715422210,A,https://worldwide.espacenet.com/patent/search?q=US201715422210A,2017-02-01,FOREGROUND,2018-08-02,US,2018218709,A1,https://worldwide.espacenet.com/patent/search?q=US2018218709A1,62980123.0
643072,PATENT,Pipeline for high dynamic range video coding based on luminance independent chromaticity preprocessing,992654060.0,THE WALT DISNEY COMPANY (SWITZERLAND) GMBH,2017-03-14,US,201715458899,A,https://worldwide.espacenet.com/patent/search?q=US201715458899A,,FOREGROUND,2018-05-10,US,2018131841,A1,https://worldwide.espacenet.com/patent/search?q=US2018131841A1,62064197.0
643072,PATENT,"A METHOD FOR COMPUTING, AT A CLIENT FOR RECEIVING MULTIMEDIA CONTENT FROM A SERVER USING ADAPTIVE STREAMING, THE PERCEIVED QUALITY OF A COMPLETE MEDIA SESSION, AND CLIENT",999936335.0,DEUTSCHE TELEKOM AG,2016-06-30,EP,16177141,A,https://worldwide.espacenet.com/patent/search?q=EP16177141A,2015-04-15,BACKGROUND,2018-08-29,EP,3264709,B1,https://worldwide.espacenet.com/patent/search?q=EP3264709B1,56551133.0
643072,PATENT,METHOD AND APPARATUS FOR DETERMINING THE PERCEPTUAL VIDEO QUALITY OF A CHUNK OF MULTIMEDIA CONTENT,999936335.0,DEUTSCHE TELEKOM AG,2016-08-30,EP,16186348,A,https://worldwide.espacenet.com/patent/search?q=EP16186348A,2015-04-15,BACKGROUND,2018-03-07,EP,3291556,A1,https://worldwide.espacenet.com/patent/search?q=EP3291556A1,56883567.0
640905,PATENT,CALIBRATION METHOD FOR HELIOSTATS,999959227.0,FUNDACION TEKNIKER,2016-09-28,ES,2016070681,W,https://worldwide.espacenet.com/patent/search?q=ES2016070681W,2015-10-02,BACKGROUND,2017-04-06,WO,2017055663,A1,https://worldwide.espacenet.com/patent/search?q=WO2017055663A1,57539272.0
640905,PATENT,CALIBRATION METHOD FOR HELIOSTATS,999745342.0,FUNDACION CENER,2016-09-28,ES,2016070681,W,https://worldwide.espacenet.com/patent/search?q=ES2016070681W,2015-10-02,BACKGROUND,2017-04-06,WO,2017055663,A1,https://worldwide.espacenet.com/patent/search?q=WO2017055663A1,57539272.0
640905,PATENT,"Heat absorber module for a thermal solar receiver (Machine-translation by Google Translate, not legally binding)",999745342.0,FUNDACION CENER,2015-06-23,ES,201530893,A,https://worldwide.espacenet.com/patent/search?q=ES201530893A,2015-06-23,BACKGROUND,2016-12-27,ES,2595080,A1,https://worldwide.espacenet.com/patent/search?q=ES2595080A1,57624231.0
642458,PATENT,Hybrid scaffold suitable for regenerating animal tissues and process for producing the scaffold,997467976.0,BIOENGINEERING LABORATORIES,2017-10-27,EP,2017001263,W,https://worldwide.espacenet.com/patent/search?q=EP2017001263W,,BACKGROUND,2018-05-03,WO,2018077475,A1,https://worldwide.espacenet.com/patent/search?q=WO2018077475A1,57614309.0
654124,PATENT,MULTICHANNEL PHOTOMULTIPLIER WITH ELECTRONIC READ-OUT SYSTEM,999980470.0,FORSCHUNGSZENTRUM JULICH GMBH,2018-06-26,EP,2018067030,W,https://worldwide.espacenet.com/patent/search?q=EP2018067030W,2017-07-06,FOREGROUND,2019-01-10,WO,2019007748,A1,https://worldwide.espacenet.com/patent/search?q=WO2019007748A1,62748992.0
654124,PATENT,MULTICHANNEL PHOTOMULTIPLIER WITH ELECTRONIC READ-OUT SYSTEM,938053730.0,INTEGRATED DETECTOR ELECTRONICS AS,2018-06-26,EP,2018067030,W,https://worldwide.espacenet.com/patent/search?q=EP2018067030W,2017-07-06,FOREGROUND,2019-01-10,WO,2019007748,A1,https://worldwide.espacenet.com/patent/search?q=WO2019007748A1,62748992.0
645758,PATENT,Método para el diagnóstico del Dengue,999880560.0,UNIVERSITAT ROVIRA I VIRGILI,2018-04-18,CO,2018004119,A,https://worldwide.espacenet.com/patent/search?q=CO2018004119A,2017-10-26,FOREGROUND,2019-10-21,CO,2018004119,A1,https://worldwide.espacenet.com/patent/search?q=CO2018004119A1,68232933.0
633531,PATENT,SERUM COLOR AS BIOMARKER OF DIGESTIVE EFFICIENCY OF POULTRY,999993274.0,"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT",2018-09-14,EP,18306198,A,https://worldwide.espacenet.com/patent/search?q=EP18306198A,2018-09-14,FOREGROUND,2020-03-18,EP,3623810,A1,https://worldwide.espacenet.com/patent/search?q=EP3623810A1,63678579.0
634486,PATENT,Catalytic biomolecule activity recording into DNA sequence,999893170.0,VILNIAUS UNIVERSITETAS,2018-10-10,LT,2018542,A,https://worldwide.espacenet.com/patent/search?q=LT2018542A,,BACKGROUND,2020-04-27,LT,2018542,A,https://worldwide.espacenet.com/patent/search?q=LT2018542A,68618174.0
634486,PATENT,N4-modified cytidine nucleotides and their use,999893170.0,VILNIAUS UNIVERSITETAS,2017-09-12,LT,2017523,A,https://worldwide.espacenet.com/patent/search?q=LT2017523A,2017-01-13,FOREGROUND,2019-04-25,LT,6615,B,https://worldwide.espacenet.com/patent/search?q=LT6615B,60320948.0
635405,PATENT,PROCESS FOR PRODUCING RUTHENIUM COMPLEXES AND INTERMEDIATES THEREOF AND THEIR USE IN OLEFIN METATHESIS,952873681.0,APEIRON SYNTHESIS SPOLKA AKCYJNA,2016-07-27,IB,2016054486,W,https://worldwide.espacenet.com/patent/search?q=IB2016054486W,2015-09-30,BACKGROUND,2017-04-06,WO,2017055945,A1,https://worldwide.espacenet.com/patent/search?q=WO2017055945A1,57045229.0
635405,PATENT,Use of ruthenium complexes in olefin metathesis reaction.,952873681.0,APEIRON SYNTHESIS SPOLKA AKCYJNA,2017-11-09,IB,2017056992,W,https://worldwide.espacenet.com/patent/search?q=IB2017056992W,,BACKGROUND,2018-05-17,WO,2018087678,A1,https://worldwide.espacenet.com/patent/search?q=WO2018087678A1,62110452.0
635405,PATENT,LUBRICANT BASE OIL COMPOSITIONS OF MONO-UNSATURATED DIBASIC ACID ESTERS WITH BRANCHED ALCOHOLS,998371046.0,ARKEMA FRANCE SA,2017-11-10,EP,17200996,A,https://worldwide.espacenet.com/patent/search?q=EP17200996A,2017-11-10,FOREGROUND,2019-05-15,EP,3483233,A1,https://worldwide.espacenet.com/patent/search?q=EP3483233A1,60301876.0
636300,PATENT,SISTEMA Y MÉTODO PARA  ESTIMAR LA VARIACIÓN EN EL CONSUMO DE COMBUSTIBLE DE UNA FLOTA DE AUTOBUSES DEBIDA A UN CAMBIO EN EL ESTILO DE CONDUCCIÓN,998397333.0,TEKIA INGENIEROS SA,2016-03-08,ES,201531947,A,https://worldwide.espacenet.com/patent/search?q=ES201531947A,,BACKGROUND,2018-03-12,ES,2621055,B2,https://worldwide.espacenet.com/patent/search?q=ES2621055B2,59096065.0
636300,PATENT,Articulated vehicle composed of several coupled vehicle sections,999472093.0,HUBNER HOLDING GMBH,2007-03-26,EP,07006137,A,https://worldwide.espacenet.com/patent/search?q=EP07006137A,2005-10-04,BACKGROUND,2010-04-14,EP,1864833,B1,https://worldwide.espacenet.com/patent/search?q=EP1864833B1,38421611.0
653395,PATENT,Procédé de stabilisation par orientation d'un convoi de véhicules,999992401.0,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,2016-08-26,FR,1657959,A,https://worldwide.espacenet.com/patent/search?q=FR1657959A,2016-08-26,FOREGROUND,2018-03-02,FR,3055284,A1,https://worldwide.espacenet.com/patent/search?q=FR3055284A1,57286647.0
653395,PATENT,Procédé de stabilisation par entrainement d'un convoi de véhicules,999992401.0,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,2016-08-26,FR,1657961,A,https://worldwide.espacenet.com/patent/search?q=FR1657961A,2016-08-26,FOREGROUND,2018-03-02,FR,3055285,A1,https://worldwide.espacenet.com/patent/search?q=FR3055285A1,57286648.0
653395,PATENT,Procédé de stabilisation par amortissement d'un convoi de véhicules,999992401.0,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,2016-08-26,FR,1657962,A,https://worldwide.espacenet.com/patent/search?q=FR1657962A,2016-08-26,FOREGROUND,2018-03-02,FR,3055286,A1,https://worldwide.espacenet.com/patent/search?q=FR3055286A1,57286649.0
653373,PATENT,Procédé de synthèse de nanoparticules silicium-germanium de type cœur-coquille par pyrolyse laser et procédé de fabrication d’une électrode pour batterie au lithium et électrode associée,999992401.0,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,2019-06-24,EP,2019066717,W,https://worldwide.espacenet.com/patent/search?q=EP2019066717W,2018-06-22,FOREGROUND,2019-12-26,WO,2019243637,A1,https://worldwide.espacenet.com/patent/search?q=WO2019243637A1,63579381.0
642742,PATENT,Material comprising oligoglycine tectomers and nanowires,999852721.0,THE UNIVERSITY OF SUSSEX,2016-12-16,US,201616063553,A,https://worldwide.espacenet.com/patent/search?q=US201616063553A,2015-12-18,BACKGROUND,2019-01-03,US,2019006057,A1,https://worldwide.espacenet.com/patent/search?q=US2019006057A1,59055923.0
642742,PATENT,Thin conductive film comprising metal nanowires and graphene,999852721.0,THE UNIVERSITY OF SUSSEX,2019-03-12,GB,201321244,A,https://worldwide.espacenet.com/patent/search?q=GB201321244A,,BACKGROUND,2015-06-03,GB,2520773,A,https://worldwide.espacenet.com/patent/search?q=GB2520773A,49979655.0
642742,PATENT,"Materials based on silver nanowires and two‐dimensional oligoglycine
peptide self‐assemblies (tectomers) for new multifunctional transparent
electrodes.",999852721.0,THE UNIVERSITY OF SUSSEX,2015-12-18,ES,201531843,A,https://worldwide.espacenet.com/patent/search?q=ES201531843A,2015-12-18,BACKGROUND,2017-07-18,ES,2625024,A1,https://worldwide.espacenet.com/patent/search?q=ES2625024A1,59055923.0
635643,PATENT,"System for the treatment of food by means of pressure and temperature.
",938726522.0,METRONICS TECHNOLOGIES SL,2015-10-02,ES,201531416,A,https://worldwide.espacenet.com/patent/search?q=ES201531416A,2015-10-02,BACKGROUND,2017-04-03,ES,2607689,A1,https://worldwide.espacenet.com/patent/search?q=ES2607689A1,58422701.0
635643,PATENT,Installation and method for the treatment of food with high pressure,938726522.0,METRONICS TECHNOLOGIES SL,2017-05-30,ES,201730744,A,https://worldwide.espacenet.com/patent/search?q=ES201730744A,2017-05-30,FOREGROUND,2018-12-03,ES,2692351,A1,https://worldwide.espacenet.com/patent/search?q=ES2692351A1,64427303.0
642742,PATENT,"Materials based on silver nanowires and two‐dimensional oligoglycine
peptide self‐assemblies (tectomers) for new multifunctional transparent
electrodes.",999991722.0,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,2015-12-18,ES,201531843,A,https://worldwide.espacenet.com/patent/search?q=ES201531843A,2015-12-18,BACKGROUND,2017-07-18,ES,2625024,A1,https://worldwide.espacenet.com/patent/search?q=ES2625024A1,59055923.0
642742,PATENT,"Materials based on silver nanowires and two‐dimensional oligoglycine
peptide self‐assemblies (tectomers) for new multifunctional transparent
electrodes.",999898214.0,UNIVERSIDAD DE ZARAGOZA,2015-12-18,ES,201531843,A,https://worldwide.espacenet.com/patent/search?q=ES201531843A,2015-12-18,BACKGROUND,2017-07-18,ES,2625024,A1,https://worldwide.espacenet.com/patent/search?q=ES2625024A1,59055923.0
642742,PATENT,Material comprising oligoglycine tectomers and nanowires,999991722.0,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,2016-12-16,US,201616063553,A,https://worldwide.espacenet.com/patent/search?q=US201616063553A,2015-12-18,BACKGROUND,2019-01-03,US,2019006057,A1,https://worldwide.espacenet.com/patent/search?q=US2019006057A1,59055923.0
642742,PATENT,Thin conductive film comprising metal nanowires and graphene,993332090.0,M-SOLV LTD,2019-03-12,GB,201321244,A,https://worldwide.espacenet.com/patent/search?q=GB201321244A,,BACKGROUND,2015-06-03,GB,2520773,A,https://worldwide.espacenet.com/patent/search?q=GB2520773A,49979655.0
642068,PATENT, PROCESSES INVOLVING CLOSTRIDIUM SACCHAROPERBUTYLACETONICUM,944208477.0,Green Biologics Ltd.,2018-10-12,GB,2018052937,W,https://worldwide.espacenet.com/patent/search?q=GB2018052937W,,BACKGROUND,2019-04-18,WO,2019073254,A1,https://worldwide.espacenet.com/patent/search?q=WO2019073254A1,60419231.0
645993,PATENT,Method and apparatus for characterizing a medium using ultrasound measurements,985630484.0,SONAXIS SA,2014-03-31,EP,14162671,A,https://worldwide.espacenet.com/patent/search?q=EP14162671A,,BACKGROUND,2015-10-07,EP,2927674,A1,https://worldwide.espacenet.com/patent/search?q=EP2927674A1,50424054.0
645993,PATENT,Method and apparatus for characterizing a medium using ultrasound measurements,999988909.0,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,2014-03-31,EP,14162671,A,https://worldwide.espacenet.com/patent/search?q=EP14162671A,,BACKGROUND,2015-10-07,EP,2927674,A1,https://worldwide.espacenet.com/patent/search?q=EP2927674A1,50424054.0
666794,PATENT,Artificial illumination device for generating natural light,985646392.0,COELUX SRL,2017-06-14,US,201715623224,A,https://worldwide.espacenet.com/patent/search?q=US201715623224A,,FOREGROUND,2020-09-15,US,10775022,B2,https://worldwide.espacenet.com/patent/search?q=US10775022B2,47221379.0
666794,PATENT,"Illumination device synthesizing light from an object at virtually infinite
distance",985646392.0,COELUX SRL,2015-05-13,US,201514711586,A,https://worldwide.espacenet.com/patent/search?q=US201514711586A,2013-07-15,BACKGROUND,2015-11-19,US,2015330607,A1,https://worldwide.espacenet.com/patent/search?q=US2015330607A1,49578323.0
666794,PATENT,Artificial illumination device for generating natural light,985646392.0,COELUX SRL,,JP,2015542172,A,https://worldwide.espacenet.com/patent/search?q=JP2015542172A,,BACKGROUND,2017-05-17,JP,6129983,B2,https://worldwide.espacenet.com/patent/search?q=JP6129983B2,47221379.0
666794,PATENT,ARTIFICIAL ILLUMINATION DEVICE FOR GENERATING NATURAL LIGHT,985646392.0,COELUX SRL,2012-11-14,EP,12790514,A,https://worldwide.espacenet.com/patent/search?q=EP12790514A,2011-10-24,BACKGROUND,2020-04-22,EP,2920511,B1,https://worldwide.espacenet.com/patent/search?q=EP2920511B1,47221379.0
666794,PATENT,Artificial illumination device for generating natural light,985646392.0,COELUX SRL,2012-11-14,CN,201280078131,A,https://worldwide.espacenet.com/patent/search?q=CN201280078131A,2012-11-14,BACKGROUND,2016-03-23,CN,105431679,A,https://worldwide.espacenet.com/patent/search?q=CN105431679A,47221379.0
666794,PATENT,Artificial illumination device for generating natural light,985646392.0,COELUX SRL,2012-11-14,EP,12790514,A,https://worldwide.espacenet.com/patent/search?q=EP12790514A,2012-11-14,BACKGROUND,2015-09-23,EP,2920511,A1,https://worldwide.espacenet.com/patent/search?q=EP2920511A1,47221379.0
666794,PATENT,ILLUMINATION DEVICE SYNTHESIZING LIGHT FROM AN OBJECT AT VIRTUALLY INFINITE DISTANCE,985646392.0,COELUX SRL,2013-11-14,EP,13789594,A,https://worldwide.espacenet.com/patent/search?q=EP13789594A,2012-11-14,BACKGROUND,2020-05-13,EP,2920505,B1,https://worldwide.espacenet.com/patent/search?q=EP2920505B1,49578323.0
666794,PATENT,"COMPOSITE SYSTEM COMPRISING A POLYMER MATRIX AND CORE-SHELL NANOPARTICLES, PROCESS FOR PREPARING IT AND USE THEREOF",985646392.0,COELUX SRL,2013-09-16,EP,13776427,A,https://worldwide.espacenet.com/patent/search?q=EP13776427A,2012-09-18,BACKGROUND,2021-01-20,EP,3047313,B1,https://worldwide.espacenet.com/patent/search?q=EP3047313B1,49354629.0
666794,PATENT,"Composite system comprising a polymer matrix and core-shell nanoparticles, process for preparing it and use thereof",985646392.0,COELUX SRL,2021-03-18,US,202117205401,A,https://worldwide.espacenet.com/patent/search?q=US202117205401A,,FOREGROUND,2021-09-09,US,2021278574,A1,https://worldwide.espacenet.com/patent/search?q=US2021278574A1,49354629.0
666794,PATENT,"Composite system comprising a polymer matrix and core-shell nanoparticles, process for preparing it and use thereof",985646392.0,COELUX SRL,2016-03-16,JP,2016543321,A,https://worldwide.espacenet.com/patent/search?q=JP2016543321A,,BACKGROUND,2019-05-08,JP,6511059,B2,https://worldwide.espacenet.com/patent/search?q=JP6511059B2,49354629.0
666794,PATENT,"Composite system comprising a polymer matrix and core-shell nanoparticles, process for preparing it and use thereof",985646392.0,COELUX SRL,2013-09-16,CN,201380079638,A,https://worldwide.espacenet.com/patent/search?q=CN201380079638A,2013-09-16,BACKGROUND,2016-07-13,CN,105765415,A,https://worldwide.espacenet.com/patent/search?q=CN105765415A,49354629.0
666794,PATENT,"Composite system comprising a polymer matrix and core-shell nanoparticles, process for preparing it and use thereof",985646392.0,COELUX SRL,2013-09-16,CA,2924355,A,https://worldwide.espacenet.com/patent/search?q=CA2924355A,2013-09-16,BACKGROUND,2015-03-19,CA,2924355,A1,https://worldwide.espacenet.com/patent/search?q=CA2924355A1,49354629.0
666794,PATENT,Artificial illumination device comprising light-emitter/collimator pair array,985646392.0,COELUX SRL,2015-05-13,US,201514711554,A,https://worldwide.espacenet.com/patent/search?q=US201514711554A,2013-11-14,BACKGROUND,2015-11-05,US,2015316231,A1,https://worldwide.espacenet.com/patent/search?q=US2015316231A1,47221379.0
666794,PATENT,Artificial illumination device comprising light-emitter/collimator pair array,985646392.0,COELUX SRL,2013-11-14,CN,201380070311,A,https://worldwide.espacenet.com/patent/search?q=CN201380070311A,2013-11-14,BACKGROUND,2016-03-02,CN,105378377,A,https://worldwide.espacenet.com/patent/search?q=CN105378377A,47221379.0
666794,PATENT,"Chromatic Mirror, chromatic panel and applications thereof",985646392.0,COELUX SRL,2014-05-13,EP,2014059802,W,https://worldwide.espacenet.com/patent/search?q=EP2014059802W,2014-05-13,BACKGROUND,2015-11-19,WO,2015172821,A1,https://worldwide.espacenet.com/patent/search?q=WO2015172821A1,50884350.0
